operatorcontrolnumber,difficultydate,submissiondate,operatordesignator,submitterdesignator,submittertypecode,receivingregioncode,receivingdistrictoffice,sdrtype,jasccode,natureofconditiona,natureofconditionb,natureofconditionc,precautionaryprocedurea,precautionaryprocedureb,precautionaryprocedurec,precautionaryprocedured,stageofoperationcode,howdiscoveredcode,registrynnumber,aircraftmake,aircraftmodel,aircraftserialnumber,aircrafttotaltime,aircrafttotalcycles,enginemake,enginemodel,engineserialnumber,enginetotaltime,enginetotalcycles,propellermake,propellermodel,propellerserialnumber,propellertotaltime,propellertotalcycles,partmake,partname,partnumber,partserialnumber,partcondition,partlocation,parttotaltime,parttotalcycles,parttimesince,partsincecode,componentmake,componentmodel,componentname,componentpartnumber,componentserialnumber,componentlocation,componenttotaltime,componenttotalcycles,componenttimesince,componentsincecode,fuselagestationfrom,fuselagestationto,stringerfrom,stringerfromside,stringerto,stringertoside,wingstationfrom,wingstationfromside,wingstationto,wingstationtoside,buttlinefrom,buttlinefromside,buttlineto,buttlinetoside,waterlinefrom,waterlineto,cracklength,numberofcracks,corrosionlevel,structuralother,discrepancy
XE4R2013FA0000735,2013-09-09 00:00:00,12/13/2013 11:42:33,VQIA,,B,SO,19.0,G,5320.0,O,,,K,,,,IN,V,525VA,AIRBUS,A319112,3324,,,,,,,,,,,,,,FLOOR SUPPORT,D5347219220000,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABIN FLOOR SUPPORT BETWEEN FRAMES 66-70 AT Y765 HAS AN AREA OF CORROSION BEYOND LIMITS. FLOOR SUPPORT WAS R & R IAW SRM 51-42-11.
UHLA2013062800304,6/28/2013 0:00:00,7/24/2013 9:37:01,UHLA,UHLA,A,GL,11.0,A,5340.0,O,,,K,,,,IN,V,815MD,EMB,ERJ170100SU,17000034,22275.0,14782.0,,,,,,,,,,,EMB,NUT PLATE,,,CORRODED,SHEAR PLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CORROSION ON TIE DOWN NUT PLATE FITTING UNDER LT SHEAR PLATE. BLENDED CORROSION, REPAIRED FITTING. MAJOR REPAIR."
SWIA201335088,10/14/2013 0:00:00,10/28/2013 18:03:57,SWIA,SWIA,A,NM,6.0,A,5347.0,O,,,K,,,,IN,V,760SK,CNDAIR,CL6002C10,10223,25124.0,15191.0,,,,,,,,,,,,SEAT TRACK,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,683,836,,,,,,,,,,,,,,,,,,,"LT HAND FLOOR SEAT TRACK AT STATION 683.5 - 836.5 HAS CORROSION. C-CHECK BLENDED CORROSION ON LT FLOOR SEAT TRACK AT STATION 683.5 - 836.5, IAW REO."
SWAA2013111122208,2013-06-11 00:00:00,2013-12-11 09:43:34,SWAA,SWAA,A,SW,29.0,A,5320.0,O,,,K,,,,IN,V,934AT,BOEING,717200,55070,35228.0,24067.0,,,,,,,,,,,,CHANNEL,9936534139,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,149,200,,,,,,,,,8.0,R,,,,,,,,,"FWD ENTRY HAT CHANNEL CORRODED BETWEEN BS 149 TO BS 200, RBL 8. R & R SUPPORT TRACK IAW SRM & DRAWING."
SWIA201335233,2013-12-11 00:00:00,11/13/2013 15:48:08,SWIA,SWIA,A,NM,6.0,A,5311.0,O,,,K,,,,IN,V,432SW,CNDAIR,CL6002B19,7548,29716.0,24163.0,,,,,,,,,,,,FRAME,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,319,,26,L,,,,,,,,,,,,,,,,,CORROSION ON FRAME AT FS 319.00 AT STRINGER 26L. C-CHECK REPAIRED FRAME BY INSTALLING FRAME SECTOR PN 601R32003-61 IAW SRM.
CALA2013102492363,10/23/2013 0:00:00,10/25/2013 15:04:29,CALA,CALA,A,GL,33.0,A,3244.0,E,,,O,,,,IN,O,121UA,BOEING,747422,29167,60344.0,7001.0,PWA,PW4056,,,,,,,,,,TIRE,,,WORN,LANDING GEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VERY STRONG VIBRATION ON GEAR RETRACTION IN NOSE. MAJOR VIBRATION OF MCP MORE THAN NORMAL. REPLACED LT TIRE ASSEMBLY IAW AMM, TIRE FOUND WORN. INSPECTED NOSE WHEEL SNUBBER PADS & FOUND TO BE SERVICEABLE."
DALA13046989207,9/23/2013 0:00:00,9/25/2013 14:12:18,DALA,DALA,A,SO,27.0,A,5311.0,O,,,K,,,,IN,V,907DA,DOUG,MD9030,53387,49082.0,26028.0,,,,,,,,,,,DOUG,FRAME,,,GOUGED,BS 1437,,,,,,,,,,,,,,,1437,,,,,,,,,,,,,,,,,,,,"TAIL COMPARTMENT LEFT SIDE FRAME AT BS 1437, JUST AFT OF TRIM AIR VALVE PREVIOUS REPAIR IS GOUGED. REMOVED GOUGE. DRILLED, TREATED, PRIMED AND INSTALLED NEW FILLER AND DOUBLER REPAIR IAW SRM 53-00-01, 51-30-00, 51-40-02, 51-10-31, 51-10-05."
SWAA2013112622769,11/22/2013 0:00:00,11/26/2013 12:44:19,SWAA,SWAA,A,SW,29.0,A,3350.0,O,,,K,,,,IN,V,8309C,BOEING,7378H4,36985,5698.0,2188.0,,,,,,,,,,,,LIGHT,65C27093,,BROKEN,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT FWD OVERWING EMERGENCY EXIT LIGHT ASSEMBLY BROKEN. R &R RT FWD OVERWING EMERGENCY EXIT LIGHT ASSEMBLY IAW MM.
FDEA201309292337,9/29/2013 0:00:00,9/30/2013 9:56:28,FDEA,FDEA,A,CE,23.0,A,5320.0,O,,,K,,,,IN,V,450FE,AIRBUS,A310222,162,42616.0,30501.0,,,,,,,,,,,AIRBUS,PROFILE,A5398196720600,,CHAFED,ZONE 100,,,,,,,,,,,,,,,,,,L,,L,,,,,,,,,,,,,,,"AFT CABIN PROFILE TEE, FRAME 80, STR 34L, WEB CHORD CHAFED. REPLACED DAMAGED PROFILE TEE IAW SRM 51-40-21."
AALA20131212007,2013-12-12 00:00:00,12/16/2013 14:32:37,AALA,AALA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,388AA,BOEING,767323,27448,79151.0,12551.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,EXTERIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT NR 4 DOOR EXTERIOR EMERGENCY LIGHT INOPERATIVE. REPLACED LAMP FOR LT NR 4 DOOR EXTERIOR EMERGENCY LIGHT. OPERATIONS CHECKED NORMAL.
DALA13051103269,2013-06-10 00:00:00,2013-09-10 08:56:15,DALA,DALA,A,SO,27.0,A,2797.0,O,,,O,,,,AP,O,369NW,AIRBUS,A320212,1011,44311.0,19863.0,,,,,,,,,,,,CONNECTOR,,,FAILED,TE FLAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING APPROACH FOR LANDING AND AFTER COMMANDING FLAPS 2 DEG, 30 SEC LATER FLT/CTL FLAPS FAULT APPEARED ON THE UPPER ECAM SCREEN. CREW FOLLOWED QRH PROCEDURE, DECLARED EMERGENCY AND LANDING WAS UNEVENTFUL. MAINTENANCE REPLACED CONNECTOR 7541VC, 7505VC, 7543VC AND 7503VC. LUBED RT FLAP SYS CARRIAGES, LT FLAP SYS AND FUNCTIONAL CHECK WERE NORMAL. ACFT RETURNED TO SERVICE."
SWAA2013121723424,2013-09-12 00:00:00,12/17/2013 14:54:39,SWAA,SWAA,A,SW,29.0,A,5320.0,O,,,K,,,,IN,V,929AT,BOEING,717200,55075,33618.0,23008.0,,,,,,,,,,,,CUSP WEB,9910151,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,656,674,,,,,,,,,,,,,,,,,,,RT CUSP WEB BETWEEN STATION 656 TO STATION 674 CRACKED. REPAIRED CUSP WEB IAW SRM.
ASAA2013100996145,2013-09-10 00:00:00,2013-11-10 18:46:52,ASAA,ASAA,A,NM,2.0,A,4930.0,K,,,K,,,,IN,V,559AS,BOEING,737890,35178,26430.0,7952.0,,,,,,,,,,,,FCU,4419215,CUC14311,LEAKING,APU,8397.0,8181.0,8397.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APU LEAKING FUEL FROM FUEL DRAIN MAST. ACFT GROUNDED. REPLACED APU FCU, LEAK & OPS NORMAL IAW MM 49-31-11."
CA151226001,12/22/2015 0:00:00,4/22/2016 10:50:03,,,Z,SW,99.0,G,2750.0,O,,,O,,,,NR,O,,CNDAIR,CL6002B19,,,,,,,,,,,,,,EATON,BPSU,855D10013,,FAILED,TE FLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(CAN) AT FLT 230 CREW REPORTS FLAPS FAIL MX REPLACED THE LEFT BPSU & COMPLIED WITH FULL FLAP AD.
ASAA2013101196162,2013-11-10 00:00:00,10/14/2013 18:33:52,ASAA,ASAA,A,NM,2.0,A,2150.0,J,,,O,,,,TX,O,577AS,BOEING,737890,35186,25053.0,7518.0,,,,,,,,,,,,ACTUATOR,5416744,476846,MALFUNCTIONED,RAM AIR SYS,416.0,132.0,50.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT PACK LIGHT ILLUMINATED ON LANDING CHECKLIST RECALL. LIGHT EXTINGUISHED WITH MASTER CAUTION RESET. ACFT GROUNDED. REPLACED RT RAM AIR INLET ACTUATOR REF MM 21-51-21. OPS CHECK OK.
DALA14013593358,2/27/2014 0:00:00,2/28/2014 13:52:40,DALA,DALA,A,SO,27.0,A,3350.0,L,,,K,,,,IN,C,858NW,AIRBUS,A330223,718,34341.0,4616.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BATTERY OF UNIT 19WL FAILED. R & R EMERGENCY LIGHT BATTERY PACK AT UNIT 19WL, IAW AMM 33-51-38. OPS CHECKED GOOD."
FDEA201310022369,2013-02-10 00:00:00,10/14/2013 17:37:08,FDEA,FDEA,A,CE,23.0,A,5320.0,O,,,K,,,,IN,V,590FE,DOUG,MD11F,48505,72951.0,15747.0,,,,,,,,,,,DOUG,FLOOR SUPPORT,AGA7551503,,CORRODED,ZONE 200,,,,,,,,,,,,,,,1902,,,,,,,,,,56.0,L,,,,,,,2.0,2013-02-10 00:00:00,MAIN DECK BS 1902 LBL 56 FLOOR SUPPORT FOUND CORRODED. FLOOR SUPPORT REMOVED AND REPLACED IAW AMM 20-50-02 REVISION 76.2 FROM BS 1887 TO 2007. REPAIR CLASSIFIED MAJOR AS PER GMM 6-2-100 REVISION 117.
DXTA2013100705528,2013-05-10 00:00:00,10/14/2013 8:59:35,DXTA,DXTA,E,GL,7.0,A,2612.0,W,N,,A,,,,CR,O,814QS,CESSNA,560CESSNA,5600776,3900.0,3137.0,,,,,,,,,,,,FIRE LOOP,,,MISROUTED,RT NACELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-10 00:00:00,"DURING CLIMB THRU FL230, RT ENGINE FIRE LIGHT AND WARNING BELL CAME ON. RETARDED RT THROTTLE TO IDLE IAW THE CHECKLIST AND BELL AND LIGHT EXTINGUISHED. FOUND LEFT ENGINE FIRE LOOP ROUTED INCORRECTLY. ROUTED FIRE LOOP PER DRAWING 6555660. DWG.0003. OPS CHECKED GOOD."
CALA2013120600896,2013-06-12 00:00:00,2013-06-12 16:46:32,CALA,CALA,A,GL,33.0,A,5320.0,O,,,K,,,,IN,V,14228,BOEING,737824,28792,47767.0,17356.0,,,,,,,,,,,BOEING,ANGLE,147A5700,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,992,,,,,,,,,,,,,,,,,,,,"PAX CABIN, LIGHT SURFACE CORROSION ALONG FLOOR STRUCTURE ANGLE AT STATION 992.5 FROM R2 Z ANGLE. INSTALLED NEW FLOOR STRUCTURE STIFFENER ANGLE AT STATION 992.5 IAW DRAWING 147A5700 REV A & SRM 51-40-02."
SIMA20131030002,10/30/2013 0:00:00,2014-08-01 13:17:19,SIMA,SIMA,A,SW,21.0,A,5342.0,O,,,K,,,,IN,V,518AE,CNDAIR,CL6002C10,10126,25471.0,18209.0,,,,,,,,,,,BOMBDR,DRAG ANGLE,AV67021186001,,CRACKED,VERT TO FUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10/30/2013,RT FORWARD VERTICAL STABILIZER TO FUSELAGE DRAG ANGLE IS CRACKED. REPAIRED IAW EO CR-55MR-038R19805.
A6WA201441203,2/25/2014 0:00:00,3/13/2014 12:38:03,A6WA,A6WA,A,GL,31.0,A,2550.0,O,,,K,,,,IN,V,435AW,CNDAIR,CL6002B19,7724,26242.0,25514.0,,,,,,,,,,,,TIE DOWN,601R3877913,,CORRODED,CARGO BAY,,,,,,,,,,,,,,,559,574,,,,,,,,,9.0,R,,,,,,,2.0,,"TWO EACH CARGO TIE DOWNS AT RBL 9 FS 574 TO 559+80 HAVE CORROSION. R & R CARGO TIE DOWN PLATES TWO EACH & NEW SEAT TRACK IAW SRM 53-11-49, 51-40-11 & 53-01-11."
DALA13054723276,10/22/2013 0:00:00,10/23/2013 13:36:21,DALA,DALA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,376NW,AIRBUS,A320212,1812,34297.0,15697.0,,,,,,,,,,,AIRBUS,FLOOR SUPPORT,,,CORRODED,PAX CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING INSPECTION, FOUND CORROSION ON FLOOR SUPPORT -Y765 IN AFT PAX CABIN BETWEEN FRAMES 66+5"" - 70. REPLACED AFT PAX CABIN IAW SRM 51-72-11 AND DWG D53472040."
DALA13060260957,2013-08-11 00:00:00,11/13/2013 11:16:27,DALA,DALA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,957DL,DOUG,MD88,49976,61961.0,46413.0,,,,,,,,,,,DOUG,CUSP WEB,,,CORRODED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"CORROSION ON RT CUSP WEB FROM X=-54 TO X=-60 Y=1015 TO 1016. CORROSION REMOVED, REPAIR PARTS FABRICATED, AND INSTALLED IAW SRM 51-10-3 PART 14, 21, 38, SRM 51-30-2, 53-05 FIG 131A-1, PS-900-5-1."
DALA13061196301,2013-04-11 00:00:00,11/18/2013 8:04:08,DALA,DALA,A,SO,27.0,A,5313.0,O,,,K,,,,IN,V,661US,BOEING,747451,23719,100315.0,13249.0,,,,,,,,,,,BOEING,STRINGER,,,CRACKED,BS 480-500,,,,,,,,,,,,,,,480,500,42,L,,,,,,,,,,,,,,,,,FWD CARGO BAY STRINGER 42L BS 480-500 CRACKED. REPAIRED STRINGER IAW SRM 53-00-03 REPAIR 4. HFEC INSPECTION FOUND NO CRACKS IAW NDT PART 6 51-00-00 FIG23.
DALA13062336813,10/21/2013 0:00:00,11/20/2013 10:34:42,DALA,DALA,A,SO,27.0,A,5315.0,O,,,K,,,,IN,V,727TW,BOEING,757231,30340,44031.0,12250.0,,,,,,,,,,,BOEING,FLOORBEAM,,,DAMAGED,BS 365,,,,,,,,,,,,,,,365,,,,,,,,,,0.0,,64.0,R,,,,,2.0,,"GOUGE DAMAGE TO UPPER SURFACE OF TEE AT BS 365 BL 0 - RBL 64, AND CORROSION FOUND TO BE OUT OF LIMITS IAW SRM 53-00-51, ALLOWABLE DAMAGE 1 PAGE 104, FIG 101. CUT, REMOVED, AND REPLACED IAW SRM 53-00-51 REPAIR 8, PAGE 201-212."
WX0A071768,2013-03-12 00:00:00,2013-06-12 12:42:17,WX0A,WX0A,A,WP,19.0,A,3350.0,L,,,K,,,,IN,C,402NV,DOUG,MD88,49763,,,,,,,,,,,,,,BATTERY,60030451,,DISCHARGED,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OVERHEAD EMERGENCY LIGHT SEAT ROW 23 INOPERATIVE. REPLACED ROW 23 BATTERIES IAW AMM 33-53-01, OPERATIONS CHECKED GOOD."
REXA2013100702004,2013-07-10 00:00:00,10/18/2013 11:10:17,REXA,REXA,A,CE,21.0,A,5730.0,O,,,K,,,,IN,9,918XJ,CNDAIR,CL6002D24,15156,14625.0,9272.0,,,,,,,,,,,,PANEL,,,CHAFED,WING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PANEL 684LB IS CHAFED. REPAIRED PANEL 684LB IAW SRM 57-52-01.
AALA20140131009,1/30/2014 0:00:00,2014-04-02 15:34:06,AALA,AALA,A,SW,21.0,A,3350.0,L,,,K,,,,IN,C,698AN,BOEING,757223,26980,61183.0,21039.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT AFT OVERWING EXIT EMERGENCY LIGHT INOPERATIVE. REPLACED LAMP FOR RT AFT OVERWING EXIT EMERGENCY LIGHT. OPERATIONS CHECKED NORMAL.
REXA2013100902095,2013-09-10 00:00:00,10/25/2013 15:11:11,REXA,REXA,A,CE,21.0,A,5410.0,O,,,K,,,,IN,V,604LR,CNDAIR,CL6002D24,15152,14046.0,8753.0,,,,,,,,,,,,PAD,,,WORN,RT NACELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT AFT CORE COWL RUB PAD MOUNT BLOCK WORN. R & R RT AFT CORE COWL RUB PAD MOUNT BLOCK AND RUB INSULATING PAD IAW SRM 54-13-00.
DXTA2013102905550,10/14/2013 0:00:00,10/29/2013 9:57:03,DXTA,DXTA,E,GL,7.0,A,2730.0,P,,,A,,,,CR,O,683QS,CESSNA,560XL,5605643,6017.0,4683.0,,,,,,,,,,,,ACTUATOR,666016114,7044737RH,FROZEN,ZONE 600,223.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFTER BEING AT ALTITUDE FOR APPROXIMATELY 45 MINS THE ELECTRIC AND MANUAL PITCH TRIM FROZE UP, IT BROKE FREE WHILE DESCENDING THROUGH THE LOW 20'S. SUP: R &R LT AND RT ELEVATOR TRIM TAB ACTUATORS WITH O/H UNITS IAW THE MM CH 27-32-04 RIG, TRAVEL AND OPS CHECKS ARE GOOD. REMOVED PART ACTUATOR ASSY LT (PN: 6660161-20, SN: 7044737LH) TOTAL HRS 222.6, CYCLES 170."
ABXA20130913593,9/13/2013 0:00:00,10/29/2013 14:45:46,ABXA,ABXA,A,GL,23.0,A,5320.0,O,,,K,,,,IN,V,745AX,BOEING,767232,22222,81908.0,38227.0,,,,,,,,,,,BOEING,STIFFENER,146T1261Y4,NSN,CRACKED,ZONE 100,,,,,,,,,,,,,,,1439,,38,R,,,,,,,,,,,,,,1.0,,,"AFT LOWER CARGO, BULK CARGO FLOOR AREA BS 1439 ABOVE STRINGER 38R FLOOR SUPPORT VERTICLE STIFFENER IS CRACKED IN TWO PLACES. REMOVED, LOCATED, DRILLED AND INSTALLED REPLACEMENT STIFFNER IAW DWG 146T1217. ACFT WAS GROUNDED."
ABXA20131008602,2013-08-10 00:00:00,2013-04-11 10:12:18,ABXA,ABXA,A,GL,23.0,A,5315.0,O,,,K,,,,IN,V,745AX,BOEING,767232,22222,81908.0,38227.0,,,,,,,,,,,BOEING,FLOORBEAM,421T04433,,CORRODED,ZONE 200,,,,,,,,,,,,,,,1329,,,,,,,,,,,L,,R,,,,,2.0,,CORRODED FLOORBEAM AT DOOR CUTOUT AT BS 1329. R & R FLOORBEAM IAW DWG 146T1212.
AALA20140216003,2/16/2014 0:00:00,2/17/2014 14:56:03,AALA,AALA,A,SW,21.0,A,5320.0,O,,,K,,,,IN,V,655AA,BOEING,757223,24613,68962.0,23780.0,,,,,,,,,,,,STRUCTURE,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,1661,1681,,,,,,,,,56.0,L,,L,,,,,2.0,,MAIN CABIN FLOOR STRUCTURE CORRODED FROM BS 1661 TO 1681 & LBL 56. R & R FLOOR SUPPORT STRUCTURE IAW SRM 51-40-02.
SWIA201436392,2/18/2014 0:00:00,2/21/2014 14:26:29,SWIA,SWIA,A,NM,6.0,A,3350.0,O,,,K,,,,UK,O,727SK,CNDAIR,CL6002C10,10191,27582.0,16747.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SECOND TO LAST OVERHEAD EMERGENCY LIGHT IS BURNED OUT. FLT 5653 RELAMPED.
YYFA20131114001,11/14/2013 0:00:00,11/14/2013 21:14:09,YYFA,YYFA,A,SO,29.0,A,7200.0,B,J,,A,,,,CL,O,836RA,DOUG,DC983,53046,,,PWA,JT8D219,,,,,,,,,,ENGINE,,,FAILED,RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFTER TAKEOFF, RT ENGINE EGT STABILIZED AT 600 DEGREES FOR 10 SECONDS AFTER V1 AND ATC REPORTED SPARKS COMING FROM THE LT ENGINE. A PRECAUTIONARY LANDING WAS EXECUTED WITH NO FURTHER EVENT."
IPXA2013511180868,11/17/2013 0:00:00,11/18/2013 13:51:28,IPXA,IPXA,A,CE,25.0,A,5753.0,O,,,K,,,,IN,V,444UP,BOEING,75724APF,27389,,,,,,,,,,,,,,SKIN,,,DELAMINATED,RT WING TE FLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT OTBD AFT FLAP LOWER SKIN INBD CORNER DAMAGED. REPAIRED IAW EO B757-5750-52706-A.
USAA2013112500023,11/18/2013 0:00:00,11/25/2013 14:50:06,USAA,USAA,A,EA,19.0,A,5320.0,O,,,K,,,,IN,V,938UW,BOEING,7572B7,27246,62781.0,23794.0,,,,,,,,,,,BOEING,INTERCOSTAL,141N5160U3,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,345,365,,,,,,,,,44.0,R,,,,,,1.0,,,"C4 CHECK CRACK ON INTERCOSTAL BETWEEN BS 345 TO BS 365, RBL 44. REPLACED INTERCOSTAL BETWEEN BS 345 TO BS 365, RBL 44 IAW B757 SRM 51-40-02."
DALA13062840957,11/21/2013 0:00:00,11/22/2013 14:45:50,DALA,DALA,A,SO,27.0,A,5313.0,O,,,K,,,,IN,V,957DL,DOUG,MD88,49976,61961.0,46413.0,,,,,,,,,,,,LONGERON,,,CORRODED,BS 1193-1212,,,,,,,,,,,,,,,1193,1212,29,L,,,,L,,L,,,,,,,,,2.0,,"DURING CHECK, CORROSION FOUND ON LONGERON 29L, REPAIR SPLICE BETWEEN BS 1193 TO 1212 AFT CARGO BAY. REPLACED LONGERON SECTION IAW SRM 51-10-3 & -4."
YYFA20140221001,2/21/2014 0:00:00,2/21/2014 19:11:45,YYFA,YYFA,A,SO,29.0,A,2340.0,O,,,K,,,,CR,O,836NK,DOUG,MD83,53045,44600.0,30913.0,,,,,,,,,,,,PA SYSTEM,,,FAULTY,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PA CANNOT BE HEARD AT L1 INTERPHONE DURING FLIGHT, WORKS ON GND DURING TAXI."
DALA13064160962,11/24/2013 0:00:00,11/26/2013 15:08:30,DALA,DALA,A,SO,27.0,A,5311.0,O,,,K,,,,IN,V,962DL,DOUG,MD88,49981,62840.0,46647.0,,,,,,,,,,,DOUG,FRAME,,,CORRODED,BS 1309,,,,,,,,,,,,,,,1309,,,,,,,,,,27.0,L,27.0,R,,,,,2.0,,"CORROSION ON FRAME BS 1309 L27L-27R AT AFT CARGO BAY. REPAIRED IAW SRM 53-03 ""D"" FIG 2-A."
DALA13065033143,11/26/2013 0:00:00,11/30/2013 23:22:22,DALA,DALA,A,SO,27.0,A,5321.0,O,,,K,,,,IN,V,343NB,AIRBUS,A319114,1752,31420.0,16295.0,,,,,,,,,,,AIRBUS,FLOOR PANEL,,,DAMAGED,FWD CARGO BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FWD CARGO BAY SLOPE PANEL 131EG HAS FIVE PREVIOUS REPAIRS & MULTIPLE DENTS. FABRICATED SLOPE PANEL IAW SRM 53-02-00, FIG 209 & DWG 3D25-40532."
IPXA2014011301298,2014-03-01 00:00:00,1/13/2014 14:29:55,IPXA,IPXA,A,CE,25.0,A,5321.0,O,,,K,,,,IN,V,472UP,BOEING,75724APF,28843,15910.0,10720.0,,,,,,,,,,,,FLOORBOARD,144N536128,,DAMAGED,MAIN CABIN,,,,,,,,,,,,,,,1100,1200,,,,,,,,,,,,,,,,,,,"C-8 INSPECTION, MAIN CABIN FLOORBOARD 242XMF IS DAMAGED. FABRICATED NEW FLOORBOARD."
IPXA2014011701452,1/15/2014 0:00:00,1/17/2014 15:03:06,IPXA,IPXA,A,CE,25.0,A,5347.0,O,,,K,,,,IN,V,315UP,BOEING,76734AF,27743,46083.0,14638.0,,,,,,,,,,,,CARGO TRACK,145T51991,,WORN,MAIN CARGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C09 INSPECTION, FOUND WORN OUT ON THE STUD HOLE OF CARGO TRACK AT STA 879, RBL 33. REPAIRED IAW SRM 53-00-52, REPAIR 8, REV 58.00"
CALA2014022590442,2/23/2014 0:00:00,2/26/2014 16:54:51,CALA,CALA,A,GL,33.0,A,5330.0,O,,,K,,,,IN,V,529UA,BOEING,757222,25019,75358.0,27645.0,PWA,PW2040,,,,,,,,,,FASTENER,,,DAMAGED,FUSELAGE,,,,,,,,,,,,,,,202,,24,L,,,,,,,,,,,,,,,,,LIGHTNING STRIKE DAMAGE AT LT FUSELAGE STATION 202.3 & STRINGER 24. REMOVED DAMAGE FASTENER & INSTALLED BLIND FASTENER IAW MM 53-30-95. RECHECK AT C CHECK & REPLACED WITH A SOLID FASTENER AT HMV. REPAIRED LIGHTNING STRIKE AT BS 202 BETWEEN STRINGER 22L & 23L. INSTALLED SOLID RIVET REPAIR IAW B757 SRM 53-00-01 FIG 201 REPAIR 6.
ASAA2013120696644,2013-06-12 00:00:00,2013-09-12 17:23:06,ASAA,ASAA,A,NM,2.0,A,4930.0,O,,,O,,,,TX,O,566AS,BOEING,737890,35182,26643.0,8095.0,,,,,,,,,,,,FUEL FILTER,2685336,,FAILED,APU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APU WONT HOLD ELECTRICAL LOAD AND AUTO SHUTDOWN. ACFT GROUNDED. OPERATED APU, AUTO SHUTDOWN OCCURRED. MAINTENANCE MESSAGE 49-31171; R & R INLET FUEL FILTER IAW AMM 49-31-21. OPERATED APU WITH FULL LOAD, IAW AMM OPS CHECK 49-11-00, APU OPERATED NORMAL, NO LEAKS NOTED."
ASAA2013120696647,2013-06-12 00:00:00,2013-09-12 17:23:06,ASAA,ASAA,A,NM,2.0,A,3460.0,N,,,O,,,,TX,O,562AS,BOEING,737890,35091,27879.0,8370.0,,,,,,,,,,,,WARNING MESSAGE,,,FALSE ACTIVATION,FMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FMC DISAGREE LIGHT ON GROUND PVR. ACFT GROUNDED. RAN QRH CHECKLIST, LIGHT WENT OUT. OPS NORMAL."
